female,age,educ,inc_q,in_workforce,is_rural,account,account_fin,account_mob,dig_account,con1,internet_use,anydigpayment,merchantpay_dig,saved,fin17b,fin17c,borrowed,fin22a,fin22a_1,fin24a,fin24b,adoption_tier,adoption_tier_label,cluster
1,25,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,Excluded,1
0,20,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,2,0,Excluded,1
0,45,3,4,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,2,2,2,Digitally Engaged,1
1,30,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Excluded,0
0,44,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,Excluded,1
1,80,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,Excluded,0
1,22,2,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,3,Advanced,1
1,28,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Excluded,0
1,38,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,17,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
0,21,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,Excluded,1
1,32,3,4,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,Excluded,1
1,30,2,5,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,2,0,Excluded,1
1,40,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,1
0,25,2,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,2,2,3,Advanced,1
1,22,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,0
0,45,3,5,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,4,3,Advanced,2
0,32,3,4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,2,1,3,Advanced,2
1,30,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,Excluded,0
0,55,2,5,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,3,4,3,Advanced,1
0,34,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,Excluded,1
0,40,1,4,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2,Digitally Engaged,1
0,35,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,Excluded,1
0,36,1,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,3,3,3,Advanced,0
1,40,1,3,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,0
1,40,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
1,31,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,Excluded,0
1,34,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
1,43,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
0,21,2,2,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,3,2,3,Advanced,1
0,21,2,5,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2,Digitally Engaged,2
1,32,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,Excluded,0
0,23,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,Excluded,1
1,30,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,Excluded,0
0,60,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,Excluded,1
0,28,2,4,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,3,3,Advanced,2
1,27,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,2,2,3,Advanced,0
1,35,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,23,2,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,4,0,Excluded,1
0,50,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,1
0,30,1,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,3,Advanced,1
0,22,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,0,Excluded,1
0,40,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,1
1,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,Excluded,0
1,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,Excluded,0
1,30,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,Excluded,1
1,25,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,Excluded,0
0,40,2,5,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,2,3,Advanced,1
1,34,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,Excluded,0
0,18,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Excluded,1
1,30,2,4,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,Basic,1
0,32,3,5,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,2,Digitally Engaged,2
0,19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,Excluded,1
0,46,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,1
0,18,2,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,Advanced,2
0,30,2,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,3,Advanced,2
0,19,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,Excluded,1
0,23,2,5,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,3,4,3,Advanced,2
0,34,2,5,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,3,4,3,Advanced,2
1,20,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,Excluded,0
0,24,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,4,0,Excluded,1
0,25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,Excluded,1
0,74,2,5,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,2,Digitally Engaged,1
1,32,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,4,1,Basic,0
1,34,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
0,18,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,4,0,Excluded,1
0,50,2,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2,2,2,Digitally Engaged,1
1,40,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Excluded,0
1,29,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,1
0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
1,25,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,Excluded,0
1,35,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,Excluded,0
0,40,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,1
1,47,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Excluded,0
0,34,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,4,3,Advanced,2
1,20,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded,0
0,30,1,5,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,3,2,3,Advanced,1
1,40,1,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4,0,Excluded,0
1,32,2,5,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,3,Advanced,2
0,31,1,3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,Excluded,1
1,40,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Excluded,0
0,34,2,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,3,0,Excluded,1
1,16,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Excluded,0
1,45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
0,35,1,3,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,1,Basic,1
0,60,1,3,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,Excluded,1
1,20,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Excluded,0
0,34,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,Excluded,1
1,35,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
1,65,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,Excluded,0
0,40,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,Excluded,1
0,25,2,4,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,2,3,Advanced,1
0,24,2,4,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,2,3,3,Advanced,2
0,32,1,3,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,4,0,Excluded,1
0,38,1,5,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,2,4,3,Advanced,2
0,36,1,3,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,2,2,Digitally Engaged,1
0,24,2,4,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,2,2,3,Advanced,2
0,38,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,0,Excluded,1
1,16,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,Excluded,0
0,19,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Excluded,1
0,35,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,3,Advanced,2
0,70,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,Excluded,0
1,28,2,5,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,2,2,Digitally Engaged,0
0,30,2,5,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,2,3,3,Advanced,1
0,28,1,4,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,3,1,3,Advanced,1
0,17,2,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,Excluded,1
0,29,2,4,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,2,2,3,Advanced,2
1,21,1,3,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,Excluded,1
1,17,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,Excluded,1
1,28,2,5,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,3,0,Excluded,0
0,41,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,3,0,Excluded,1
0,29,2,5,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,3,Advanced,2
1,25,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,0
0,23,3,5,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,3,Advanced,2
0,45,1,3,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,1
1,20,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Excluded,0
0,20,3,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,Excluded,1
1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
0,35,2,5,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,3,Advanced,1
1,25,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,2,2,3,Advanced,2
0,23,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,Excluded,1
0,20,1,4,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,2,0,Excluded,1
1,40,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,Excluded,0
0,34,2,5,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,3,4,3,Advanced,2
1,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,Excluded,0
1,32,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,22,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,Excluded,1
0,30,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,Excluded,1
1,32,1,5,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,4,2,Digitally Engaged,0
0,25,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,Excluded,1
0,35,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,Excluded,1
0,38,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,Excluded,1
1,45,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,Excluded,0
1,46,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,0
1,19,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
0,35,2,4,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,2,3,3,Advanced,2
0,28,1,3,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,4,0,Excluded,1
1,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,0
0,28,1,5,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,3,0,Excluded,1
0,27,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,Excluded,1
0,25,2,4,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,3,3,Advanced,1
1,30,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
1,28,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Excluded,0
0,55,3,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,3,Advanced,2
0,55,1,4,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,3,Advanced,1
0,25,2,5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,0,Excluded,1
1,30,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
0,28,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,Excluded,1
1,29,2,4,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,2,0,Excluded,0
1,25,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,Basic,0
1,52,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,22,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,3,0,Excluded,1
0,38,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,1
0,42,1,5,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,2,3,3,Advanced,1
0,31,1,4,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2,2,3,Advanced,2
1,37,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
0,38,2,5,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,4,3,Advanced,1
0,22,2,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,4,3,Advanced,2
0,35,1,2,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,2,Digitally Engaged,1
1,39,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,Excluded,0
0,25,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,Excluded,1
0,34,1,4,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,3,4,3,Advanced,1
1,40,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,Excluded,0
1,55,1,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,3,0,Excluded,0
0,25,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Excluded,1
0,42,1,4,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,2,2,3,Advanced,1
1,16,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Excluded,0
1,50,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
1,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
1,36,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,Excluded,1
0,22,1,3,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,2,3,2,Digitally Engaged,1
1,40,2,5,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,3,Advanced,1
1,25,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,Excluded,0
0,28,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,Excluded,1
0,19,2,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,4,2,Digitally Engaged,1
0,40,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,Excluded,1
1,27,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
1,45,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,0,Excluded,0
0,25,1,5,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2,Digitally Engaged,1
0,26,2,5,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,3,Advanced,2
0,29,1,5,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,3,3,Advanced,1
1,60,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Excluded,0
0,60,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,0,Excluded,1
1,21,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,Excluded,0
1,42,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,49,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,Excluded,0
1,40,2,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,4,0,Excluded,1
1,17,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Excluded,0
0,34,3,5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,2,Digitally Engaged,1
1,25,3,5,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,2,3,3,Advanced,1
1,45,2,5,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,2,2,3,Advanced,2
0,40,2,4,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,2,4,0,Excluded,1
0,25,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,Excluded,1
1,60,1,2,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,Digitally Engaged,0
1,25,3,4,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,3,3,Advanced,1
1,15,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,Digitally Engaged,0
0,40,2,4,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,2,2,3,Advanced,1
1,38,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,Excluded,0
1,35,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
0,20,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Excluded,1
1,56,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
0,45,2,5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,Excluded,1
0,32,1,5,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,2,0,Excluded,1
1,27,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,Excluded,0
1,40,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,Excluded,0
0,28,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,Excluded,1
0,45,1,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,Excluded,1
0,30,2,5,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,4,2,Digitally Engaged,1
0,23,2,3,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,3,4,3,Advanced,2
0,22,1,4,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,2,4,3,Advanced,2
1,60,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
1,40,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Excluded,0
1,19,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,Excluded,0
0,60,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,Excluded,1
0,22,2,4,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,1
1,22,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Excluded,0
1,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,0
0,27,2,5,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,3,3,Advanced,2
0,45,2,4,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,3,0,Excluded,1
0,28,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,Excluded,1
0,17,2,4,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,4,0,Excluded,1
0,72,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Basic,0
0,42,1,4,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,3,0,Excluded,1
0,30,2,3,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,2,Digitally Engaged,2
1,51,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
1,42,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,Excluded,0
0,18,2,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,3,2,Digitally Engaged,1
1,29,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,Excluded,0
0,17,1,4,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,1
0,60,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,Excluded,1
1,36,2,5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,Basic,1
1,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Excluded,0
0,36,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,Excluded,1
1,18,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,16,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Excluded,0
0,35,2,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,3,Advanced,2
1,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,0
0,18,2,4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,Excluded,1
0,49,1,3,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,2,1,3,Advanced,1
1,60,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,Basic,0
0,29,2,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,3,Advanced,1
0,50,1,4,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,Basic,0
1,50,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,28,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
1,40,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,40,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,Excluded,0
1,27,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,Excluded,0
1,24,1,2,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,0
0,31,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Excluded,1
1,29,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,Excluded,1
1,40,1,5,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,2,3,Advanced,0
0,18,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,Excluded,1
1,50,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,Excluded,0
0,52,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,1
0,15,1,3,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,3,Advanced,1
0,40,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,Excluded,1
1,33,2,5,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,2,0,Excluded,1
1,40,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
1,65,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Excluded,0
